Judul,Deskripsi,Status,Link
"Keliru, Mahkamah Agung Amerika Serikat Membatalkan Vaksinasi Universal","
Klaim bahwa Mahkamah Agung Amerika Serikat telah membatalkan vaksinasi universal beredar sejak Juli 2021. Klaim itu beredar berupa  tangkapan layar  dari pesan di Whatsapp yang bertuliskan:
Breaking news: Mahkamah Agung AS telah membatalkan vaksinasi universal.
Di Amerika Serikat, Mahkamah Agung telah membatalkan vaksinasi universal. Bill Gates, kepala Spesialis Penyakit Menular AS Fauci, dan Big Pharma telah kalah dalam gugatan di Mahkamah Agung AS, gagal membuktikan bahwa semua vaksin mereka dalam 32 tahun terakhir telah aman untuk kesehatan warga! Gugatan itu diajukan oleh sekelompok ilmuwan yang dipimpin oleh Senator Kennedy.
Pesan berantai ini beredar di tengah upaya pemerintah mengatasi pandemi  Covid-19 dengan program vaksinasi yang menyasar seluruh warga.
Tangkapan layar pesan dengan klaim Mahkamah Agung Amerika Serikat Membatalkan Vaksinasi Universal",Salah [-],https://cekfakta.com/focus/8810
"Menyesatkan, Foto Petugas Dinas LH Jakarta Menyiram Taman saat Hujan","
Sebuah foto kendaraan yang menyiram taman di kala hujan beredar di Twitter, 9 November 2021. Peristiwa tersebut diklaim terjadi di Jakarta karena si pengunggah menyebut akun Gubernur DKI Jakarta  Anies Baswedan.
“Lg hujan deras sampai banjir gini menyiram tanaman, ini ilmu apa pak @aniesbaswedan,” tulis pengunggah foto itu. 
Foto tersebut  menampilkan sebuah truk tangki yang menyemprotkan air di sebuah taman. Terlihat hujan deras mengguyur dengan sedikit genangan air berwarna kecoklatan yang menutupi jalan. 
Unggahan itu dibagikan ulang 107 kali dan mendapatkan pelbagai respon dari warganet.
Tangkapan layar cuitan dan foto dengan klaim Petugas Dinas LH Jakarta Menyiram Taman saat Hujan",Salah [-],https://cekfakta.com/focus/8809
"Menyesatkan, Foto yang Diklaim Megawati Mengusung Ganjar sebagai Capres PDIP","
Sebuah foto Megawati bersama Gubernur Jawa Tengah Ganjar Pranowo diunggah oleh salah satu akun di Grup Pendukung Ganjar Pranowo 2024-2029. Foto itu dibagikan pada Selasa 9 November dengan narasi bahwa Megawati Soekarno Putri mengusung Ganjar sebagai calon presiden dari PDI Perjuangan. 
“Ibu Megawati nasionalis sejati penuh pertimbangan yang matang untuk menentukan Capres, beliau tidak pernah terpengaruh dgn garis keturunan, beliau selalu berpijak pada kans & elektabilitas. Dengan mengusung GANJAR PRANOWO, kemenangan adalah hak mutlak untuk diperjuangkan PDI Perjuangan.”
Unggahan itu  mendapatkan 214 komentar dan dibagikan ulang 23 kali. Beberapa warganet memberikan komentar yang memuji langkah Megawati tersebut.
“Alhamdulillah bu Mega akhirnya mendukung Bpk Ganjar sebagai capres 2024,” tulis salah satu warganet di kolom komentar. 
“Makasih ibu Mega yg telah mempercaya pak Ganjar utk mencalonkan pak Ganjar, Capres 2024 dari Partai PDIP moga sukses demi NKRI,” tulis warga lainnya.
Benarkah foto itu saat Megawati mengusung Ganjar Pranowo sebagai calon presiden dari PDI Perjuangan?
Tangkapan layar dengan klaim Megawati mengusung Ganjar sebagai capres PDIP",Salah [-],https://cekfakta.com/focus/8808
"Keliru, Anies Baswedan-Ganjar Pranowo Deklarasi sebagai Pasangan Calon Presiden dan Wakil Presiden RI Periode 2024-2029","
Sebuah poster yang menampilkan gambar Anies Baswedan dan Ganjar Pranowo disertai narasi deklarasi calon presiden RI dan calon wakil presiden RI 2024-2029 beredar di media sosial. Di Facebook, poster tersebut dibagikan akun ini pada 7 November 2021.
Akun inipun menuliskan narasi:
“Jika ini terjadi, pak ganjar bersedia dipasangin sama noh kadal.gue tarik dukungan ke beliau.dan lebih baik memilih pasangan PUAN KIWIL aja,yg tentu akan lbh berbobot dan spektakuler,setidaknya gue suka tag jargonnya "" PUKI TEMBEM"" (PUan Kiwil Terbukti Enggak Memajukan Bangsa Endonesia Mas).”
Dalam poster tersebut juga tercantum sejumlah logo partai politik seperti Partai Amanat Nasional (PAN), Demokrat, Partai NasDem, Partai Keadilan Sejahtera (PKS), Partai Persatuan Pembangunan (PPP) dan Partai Kebangkitan Bangsa (PKB).
Menurut jadwal yang tertera dalam poster, deklarasi pasangan Anies-Ganjar akan dilaksanakan pada 7 November 2021 di JIExpo, Kemayoran.
Hingga artikel ini dimuat, unggahan poster tersebut telah mendapat 50 komentar. Apa benar Anies Baswedan-Ganjar Pranowo Deklarasi sebagai pasangan calon presiden dan wakil presiden RI periode 2024-2029?
Tangkapan layar unggahan dengan klaim Anies Baswedan-Ganjar Pranowo Deklarasi sebagai Pasangan Calon Presiden dan Wakil Presiden RI Periode 2024-2029",Salah [-],https://cekfakta.com/focus/8807
"Keliru, CEO Pfizer Ditangkap FBI karena Penipuan dan Pemalsuan Data Vaksin","
Berita berjudul Breaking News! CEO Pfizer Ditangkap, Didakwa dengan Penipuan, Pemalsuan Data Vaksin terbit di situs  hajinews.id  pada 8 November 2021. Dalam berita itu disebutkan bahwa CEO Pfizer Albert Bourla menghadapi tuduhan penipuan atas perannya dalam menipu pelanggan tentang efektivitas “vaksin” COVID-19, dituduh memalsukan data, dan membayar suap besar.
Hajinews.id mengutip berita itu dari situs berbahasa Inggris,  Conservative Beaver  berjudul CEO of Pfizer arrested by the FBI, charged with fraud – media blackout as #PfizerGate trends, pada 5 November 2021. 
Menurut agen FBI, seperti yang ditulis Conservative Beaver, Pfizer berbohong tentang efektivitas vaksin, dan menyesatkan pelanggan tentang efek samping serius yang dapat dihasilkan vaksin. Pfizer dituduh membayar pemerintah dan media arus utama untuk tetap diam. 
Tangkapan layar dua unggahan yang mengklaim CEO Pfizer ditangkap FBI karena penipuan dan pemalsuan data vaksin",Salah [-],https://cekfakta.com/focus/8806
"Keliru, Jong China Tidak Bergabung dalam Kongres Pemuda yang Melahirkan Sumpah Pemuda","
Narasi yang mengklaim bahwa Jong Cina tidak mau bergabung sejak Kongres Pemuda 1926, 1927 dan 1928, beredar di media sosial saat peringatan Hari Sumpah Pemuda 28 Oktober 2021. 
Klaim itu diunggah dalam sebuah flyer digital berjudul “Fakta Sejarah yang Coba untuk Dikaburkan”, bersama tiga flyer lain yang membandingkan peran etnis  Tionghoa  dan etnis Arab dalam sejarah lahirnya Sumpah Pemuda 28 Oktober. 
Dalam flyer itu disebut bahwa Cina tidak akan mengakui bangsa Indonesia sebagai bangsa atau negaranya, karena Jong China tidak mau bergabung dalam Kongres Pemuda yang melahirkan Sumpah Pemuda 1928. “Mereka menyatakan dirinya bukan bagian bangsa ini, malah bergabung dengan kompeni.”
Tempo mendapatkan unggahan itu disebarkan di  Twitter  dan  Pinterest. 
Tangkapan layar unggahan klaim Jong Cina tidak bergabung dalam Kongres Pemuda yang melahirkan Sumpah Pemuda",Salah [-],https://cekfakta.com/focus/8805
"Keliru, Video Amatir Kecelakaan Mobil Vanessa Angel","
Sebuah rekaman video amatir yang memperlihatkan detik-detik sebuah mobil berwarna putih terjungkal di tikungan jalan tol beredar di media sosial. Video tersebut dibagikan dengan klaim bahwa video tersebut merupakan rekaman peristiwa kecelakaan yang menewaskan artis Vanessa Angel dan suaminya.
Di Facebook, video tersebut dibagikan akun ini pada 4 Noember 2021. Akun inipun menuliskan narasi, “INI VIDIO AMATIR ASLI KECELAKAAN VANESSA ANGGEL DAN SUAMI. INI VIDIO AMATIR ASLI KECELAKAAN VANESSA ANGGEL DAN SUAMI  #vanessaanggel ”.
Hingga artikel ini dimuat, Video tersebut telah disaksikan lebih dari 3 juta kali dan mendapat lebih dari 2.900 komentar.
Apa benar ini video amatir kecelakaan mobil Vanessa Angel?
Tangkapan layar unggahan video yang diklaim sebagai video detik-detik kecelakaan mobil Vanessa Angel",Salah [-],https://cekfakta.com/focus/8804
"Keliru, Video 13 Siswa di Afrika Selatan Tewas Setelah Divaksin Covid-19","
Sebuah video yang memperlihatkan sejumlah warga histeris saat menyaksikan belasan anak dalam kondisi tidak bergerak beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa sebanyak 13 anak di Arika Selatan tewas setelah vaksinasi Covid-19.
Di Facebook, video tersebut ibagikan akun ini pada 2 November 2021. Berikut narasi lengkapnya:
“13 anak sekolah di Afrika Selatan meninggal setelah mendapatkan OBAT SURGA FUCKSHIT KOPET19!!!!!!! Berita ini bbrpa X diunggah d iG namun dihapus pihak bi0 t3ch!!!!! Sadarlah skrg Smua ini adalah permainan #dajjallaknatullah dan anak buahnya!!!! Semua Owner #fuckhsit adalah Seorg Yahudi #Zionis laknatullah.. Zionis adlh musuh yg nyata khususnya bagi #UmatMuslim, Ssuai ap yg #ALLAH firmankan dan #RASULULLAH sabdakan!!!.”
Hingga artikel ini dimuat, video tersebut telah disaksikan lebih dari 200 kali dan mendapat 5 komentar. Apa benar ini video 13 siswa di Arika Selatan yang tewas setelah mendapatkan vaksinasi Covid-19?
Tangkapan layar unggahan dengan klaim 13 anak di Afrika Selatan tewas usai divaksin Covid-19",Salah [-],https://cekfakta.com/focus/8803
"Keliru, Pengawalan Khusus Presiden Jokowi oleh Satuan Le Gendarmerie di Perancis","
Sebuah video yang diklaim pengawalan khusus Presiden Jokowi di Prancis oleh satuan Le Gendarmerie, beredar di Twitter, 2 November 2021. Video berdurasi delapan detik itu memuat iring-iringan pengawalan 15 sepeda motor dengan formasi kawal V.“Pengawalan presiden Jokowi di Perancis dengan formasi kawal V (15 sepeda motor) oleh satuan Le Gendarmerie. Ini tradisi pengawalan khusus hanya untuk tamu negara yang sangat dihormati. Bravo presiden Jokowi.” Unggahan itu telah dibagikan 524 kali dan disukai 1.902 oleh warganet.",Salah [-],https://cekfakta.com/focus/8802
"Tidak Terbukti, Indonesia Telah Menyiapkan Senjata Nuklir untuk Menghancurkan Cina","
Gambar tangkapan layar thumbnail video yang memperlihatkan sebuah rudal yang mengarah ke kota beredar di media sosial. Thumbnail tersebut juga disertai narasi bahwa Seluruh dunia terkejut, Indonesia siapkan nuklir hancurkan Cina.
Di Twitter gambar tangkapan layar tersebut dibagikan akun ini pada 30 Oktober 2021. Akun inipun menuliskan narasi, “Finally, no more Social Credit system.”
https://twitter.com/IbnuTasrip/status/1454325047800344582/photo/1
Hingga artikel ini dimuat gambar tangkapan layar itu telah diretweet sebnyak 313 kali dan mendapat 106 quote. Apa Benar Indonesia telah menyiapkan senjata nuklir untuk menghancurkan Cina?
Tangkapan layar unggahan di Twitter yang mengklaim Indonesia menyiapkan nuklir melawan Cina",Salah [-],https://cekfakta.com/focus/8801
"Keliru, Anies Baswedan Raih Gelar Pahlawan Internasional 2021","
Tangkapan layar dari kanal Youtube berjudul “Hanya Anies yang bisa raih gelar pahlawan internasional, disambut hangat setelah dinobatkan pahlawan dunia” beredar di Facebook, 27 Oktober 2021. 
Akun yang menyebarkan tangkapan layar tersebu t memberikan narasi, “buzzer receh kalo liat prestasi pak anies pasti auto cacingan dan kejang, nahan sakit hati.”
Dalam tangkapan layar itu tampak Presiden Jokowi menjabat tangan Anies Baswedan. Namun benarkah Anies Baswedan menerima gelar pahlawan internasional 2021?
Tangkapan layar unggahan dnegan klaim Anies Baswedan dinobatkan sebagai pahlawan internasional",Salah [-],https://cekfakta.com/focus/8800
"Menyesatkan, Foto Presiden Jokowi Bersama Pemimpin Negara-Negara Anggota G-20","
Foto Presiden Joko Widodo dirangkul oleh Presiden Prancis Emmanuel Macron saat bersama pemimpin negara lainnya, beredar di Twitter, Selasa 2 November 2021. Salah satu akun yang membagikan foto itu memberikan narasi, “Saat sorotan mata beberapa pemimpin negara2 anggota G-20 mengarah pada Presiden RI.”
Unggahan itu mendapatkan banyak respon dari warganet, dibagikan ulang sebanyak 310 kali hingga pukul 16.37 WIB dan disukai 2.416 akun. Beberapa akun memberikan komentar bahwa foto itu terjadi pada peristiwa KTT G-20 pada 2019. 
Foto itu dibagikan di tengah pelaksanaan Konferensi Tingkat Tinggi atau KTT G20 di Roma, Italia. Presiden Jokowi sendiri hadir dalam event tersebut pada 30-31 Oktober 2021. ",Salah [-],https://cekfakta.com/focus/8799
"Keliru, Video Wawancara Menteri Keuangan Sri Mulyani dengan Presiden Jokowi saat KTT G20 2021 di Italia","
Sebuah video yang memperlihatkan Menteri Keuangan Sri Mulyani melakukan wawancara dengan Presiden Joko Widodo beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa Menteri Keuangan Sri Mulyani mewawancarai Presiden Jokowi saat Konferensi Tingkat Tinggi (KTT) G20 2021 di Roma, Italia.
Di Twitter, video tersebut dibagikan akun ini pada 1 November 2021. Akun inipun menuliskan narasi, “Semangat pagi. Reporter spesial Menteri Keuangan Sri Mulyani mewawancarai Presiden @jokowi yang menjadi tokoh sentral KTT G20 karena Indonesia memegang keketuaan G20, menggantikan Italy. Laporan langsung dari Roma!”.
Dalam video berdurasi 56 detik tersebut Sri Mulyani bertanya kepada Jokowi perihal agenda pertemuan di hari kedua pertemuan tersebut.
Hingga artikel ini dimuat video tersebut telah diretweets sebanyak 223 kali dan mendapat 40 quote. Apa benar ini video wawancara Menteri Keuangan Sri Mulyani dengan Presiden Jokowi saat KTT G20 2021 di Roma, Italia?
Tangkapan layar klaim Video Wawancara Menteri Keuangan Sri Mulyani dengan Presiden Jokowi saat KTT G20 2021 di Italia",Salah [-],https://cekfakta.com/focus/8798
"Keliru, WHO Sebut Covid-19 Sama dengan Flu Biasa dan 500 Orang Amerika Meninggal karena Vaksin","
Dua klaim yang menyebut Badan Kesehatan Dunia atau WHO mengakui bahwa virus Covid-19 sama dengan virus flu biasa serta 500 ribu orang Amerika meninggal setelah divaksin, menyebar di Facebook. 
Klaim itu dibagikan salah satu akun pada 12 Oktober 2021 dengan menyertakan tangkapan layar video dari situs  www.bitchute.com  berjudul  WHO concedes the covid virus is just like the common flu - 500,000 americans dead from vaccine. 
Di situs  www.bitchute.com  video tersebut sudah ditonton 76.377 kali dan disukai 326. 
Benarkah WHO mengakui virus Covid sama dengan flu biasa dan kematian warga Amerika setelah vaksin mencapai 500 ribu orang?
Tangkapan layar unggahan dengan klaim WHO Sebut Covid-19 Sama dengan Flu Biasa dan 500 Orang Amerika Meninggal karena Vaksin.",Salah [-],https://cekfakta.com/focus/8797
"Tidak Terbukti, Taliban Memenggal Pemain Voli Perempuan Afghanistan","
Sejumlah situs dan warganet mengunggah informasi tentang kematian seorang pemain bola voli perempuan Afghanistan. Kematiannya diduga karena kepalanya dipenggal oleh Taliban. Informasi tersebut ramai beredar sejak pekan lalu. 
Salah satu akun di Instagram,  @nasionalis_me  misalnya, memuat tangkapan layar dari situs nusantaratv.com pada 23 Oktober 2021. Tangkapan layar memuat berita berjudul Sadis, Pemain Bola Voli Cantik Asal Afghanistan Mahjabin Hakimi Tewas Dipenggal Taliban. Di dalamnya juga memuat dua foto Mahjabin dalam balutan kaos olahraga berwarna biru dan saat ia sedang menunggang sepeda.
Di situs lainnya, dikabarkan, Mahjabin dipenggal karena membuka aurat, seperti yang ditulis dalam judul berita,  Karena Aurat, Taliban Penggal Atlet Voly Wanita Afganistan.  
Tangkapan layar unggahan Pananews.id",Salah [-],https://cekfakta.com/focus/8796
"Menyesatkan, Megawati Menjabat di BRIN untuk Mengubah Sejarah G30S","
Narasi berisi informasi bahwa Megawati mendorong riset sains untuk mengubah sejarah G30S/PKI saat menjabat Ketua Dewan Pengarah Badan Riset dan Inovasi Nasional (BRIN),  beredar di Facebook, 24 Oktober 2021. 
Klaim itu  beredar berupa gambar kolase berisi foto Megawati, tangkapan layar artikel, dan sejumlah teks yang salah satunya tertulis:
“Megawati akan mendorong riset sains untuk membenarkan klaim-klaim ideologisnya. Misal, Pancasila yang sebenarnya adalah versi 1 Juni 1945 G30s adalah kudeta merangkak Suharto/TNI terhadap kekuasaan Soekarno presiden yang sah PKI tidak terlibat dalam G30s.”
Narasi tersebut beredar setelah Megawati, dilantik menjadi ketua Dewan Pengarah BRIN pada Rabu 13 Oktober 2021. Sesuai dengan Perpres Nomor 33 Tahun 2021, Dewan Pengarah mempunyai tugas memberikan arahan kepada Kepala BRIN dalam merumuskan kebijakan dan penyelenggaraan penelitian, pengembangan, pengkajian, dan penerapan, serta invensi dan inovasi menjadi landasan dalam perencanaan pembangunan nasional di segala bidang kehidupan yang berpedoman pada nilai Pancasila. 
Lantas benarkah Megawati mendorong riset sains tentang PKI tidak terlibat G30S?
Tangkapan layar unggahan dengan klaim menyesatkan bahwa Megawati menjabat di BRIN untuk mengubah sejarah G30S",Salah [-],https://cekfakta.com/focus/8795
"Keliru, Raja Arab Minta Jokowi Pecat Menteri Agama Yaqut","
Sebuah akun di Twitter membagikan tangkapan layar sebuah kanal Youtube berjudul “Raja Arab Minta Jokowi Pecat Yaqut, kalo menagnya masih dia, kita stop haji” beredar di Twitter pada 25 Oktober 2021.  Tangkapan layar itu  menyebar usai pernyataan kontroversial Menteri Agama Yaqut Cholil Qoumas yang menyebut Kementerian Agama adalah hadiah untuk Nahdlatul Ulama.
Tangkapan layar dari akun Youtube Menembus Batas itu memuat empat foto yakni Raja Salman, Karni Ilyas, Presiden Joko Widodo dan Menag Yaqut dengan logo TVOne. Gambar ini disandingkan dengan foto tangkapan layar berita dari Republika berjudul Menag: Kemenag Hadiah Negara untuk NU, Bukan Umat Islam.
“Biar semua tenang dan nyaman segera #PecatYaqut,” tulis akun Twitter tersebut.
Benarkah Raja Arab meminta Jokowi memecat Menag  Yaqut ?
Tangkapan layar unggahan dengan klaim Raja Arab minta Jokowi pecat Menteri Agama Yaqut ",Salah [-],https://cekfakta.com/focus/8794
"Keliru, Klaim Foto Puluhan Juta Umat Islam di Afrika Hadiri Acara Maulid Nabi Muhammad","
Sebuah foto yang memperlihatkan kerumunan orang di sebuah tanah lapang beredar di media sosial. Di internet foto tersebut dibagikan dengan narasi bahwa puluhan juta umat Islam di Afrika menghadiri acara Maulid Nabi Muhammad SAW.
Foto tersebut dimuat situs ini pada Selasa, 19 Oktober 2021 dengan judul,
“Masya Allah… Puluhan Juta Umat Islam di Afrika Hadiri Acara Maulid Nabi Besar Muhammad SAW,”   
Apa benar ini foto jutaan umat Islam di Afrika menghadiri acara Maulid Nabi Muhammad?
Tangkapan layar unggahan blog yang mengklaim puluhan juta umat Islam di Afrika hadiri acara Maulid Nabi Muhammad",Salah [-],https://cekfakta.com/focus/8793
"Keliru, Model Omar Borkan Al Gala Dideportasi dari Arab Saudi","
Sebuah informasi di instagram menyebut tentang seorang pria bernama Omar Borkan Al Gala. Pria ini dikabarkan diusir oleh negaranya, Arab Saudi karena terlalu tampan.
Informasi itu diunggah pada 18 Oktober 2021 dengan menyertakan foto Omar dan teks bertuliskan: “Pria bernama Omar Borkan Al Gala ini diusir dari negaranya di Arab Saudi karena dianggap terlalu tampan oleh pemerintah dan melihatnya ketampanannya bisa membuat wanita patah hati. Saat ini ia tinggal di Kanada.”
Unggahan ini  telah disukai 14.282 kali oleh warganet.
Tangkapan layar unggahan di Instagram yang berisi klaim model Omar Borkan Al Gala dideportasi dari Arab Saudi",Salah [-],https://cekfakta.com/focus/8792
"Keliru, Klaim Bahasa Cina Jadi Kurikulum Pendidikan di Halmahera Selatan","
Pesan berantai yang berisikan tautan video dengan klaim bahwa bahasa Cina sudah masuk kurikulum sekolah di Halmahera Selatan, Maluku Utara beredar di aplikasi pengiriman pesan. Pesan tersebut juga diikuti narasi:
“MIRIS ... !!!¸ BUKAN HOAX, Hari ini Kerja di Negeri Sendiri Wajib Pakai Bahasa China ÷Hersubeno Arief÷. Bahasa China Sudah Masuk Kurikulum Sekolah di Halmahera Selatan ... Untuk Memenuhi Syarat Masuk Kerja. Hanya Untuk Menjadi Buruh di Perusahaan-Perusahaan China, Kedaulatan Bangsa Kita Digadaikan, Harus Belajar dan Bisa Bahasa China. Seharusnya, Mereka Pendatang itu Yang Belajar Bahasa Indonesia ... !¸Ataukah Memang Kita, Bangsa Indonesia Secara Perlahan Tapi Pasti Akan Jadi Koloni China, Jajahan China .. ? Pengamat : SEBENTAR LAGI, CHINA AKAN KUASAI INDONESIA”.
Benarkan bahasa Cina sudah masuk menjadi kurikulum sekolah di Halmahera Selatan, Maluku Utara?
Tangkapan layar potongan vidoe yang mengklaim bahas aCina masuk kurikulum lokal Maluku Utara.",Salah [-],https://cekfakta.com/focus/8791
"Keliru, Narasi Tentang Kenaikan Prevalensi Merokok Anak Tidak Terkait dengan Iklan Rokok","
Sebuah poster berisi klaim terkait kenaikan prevalensi merokok anak tidak terkait dengan iklan rokok dan jumlah perokok anak turun, beredar di  Twitter,  16 Oktober 2021. Salah satu akun mengunggah klaim itu setelah Pemprov DKI Jakarta menutup display penjualan rokok di minimarket.
“Nah lo. Kalo emang datanya udah turun, terus kemarin pada nutupin warung rokok pake tirai berarti bukan karena alasan biar anak2 gak merokok kali, ya. Tapi buat laporan sama ndoro funding kali, ya,” tulis akun itu menyertai poster yang diunggah. 
Poster itu berisi dua teks: “Kenaikan prevalensi perokok anak tidak disebabkan oleh iklan rokok, namun minimnya edukasi pemerintah.”
Teks kedua memuat data tentang jumlah perokok anak mencapai 9,76 persen tahun 2018. Tahun 2019 menurun menjadi 3,87 persen dan jumlah 2020 menurun lagi menjadi 3,81 persen.  
Tangkapan layar unggahan poster berisi klaim terkait kenaikan prevalensi merokok anak dikaitkan dengan iklan rokok dan jumlah perokok anak turun",Salah [-],https://cekfakta.com/focus/8790
"Sebagian Benar, Prevalensi Perokok Turun Sesuai Bps tapi Bukan Jumlah Perokok Anak","
Sebuah akun membuat thread di Twitter berisi klaim bahwa angka prevalensi  perokok anak turun dari 9,65 persen di tahun 2018 menjadi 3,81 persen di tahun 2020. 
Sedangkan prevalensi perokok dewasa turun dari 32,2 persen di 2018 menjadi 28,69 persen di 2020. Data itu disebutnya berasal dari Badan Pusat Statistik.
Cuitan  tentang penurunan prevalensi perokok ramai di linimasa twitter di tengah rencana pemerintah menaikkan tarif cukai hasil tembakau (CHT) atau cukai rokok tahun depan 2022. 
“Kenapa kelompok anti-rokok ini selalu memakai data Riskesdas yg lebih lama? Kalau pakai data terbaru dari BPS jelas terlihat sdh ada penurunan prevalensi merokok. Sudah tidak relevan lagi pakai data Riskesdas 2018 utk menyuarakan cukai hrs naik demi menurunkan prevalensi merokok,” tulis akun tersebut dalam narasinya, 13 Oktober 2021. 
Tangkapan layar thread di twitter tentang penurunan prevalensi perokok ramai di linimasa twitter di tengah rencana pemerintah menaikkan tarif cukai hasil tembakau (CHT) atau cukai rokok tahun depan 2022.",Salah [-],https://cekfakta.com/focus/8789
"Keliru, Suhu Udara Panas di Indonesia pada Oktober 2021 akibat Badai Matahari","
Sebuah unggahan yang memperlihatkan lapisan atmosfer Matahari yang mendekati Bumi beredar di media sosial. Gambar tersebut dibagikan dengan narasi bahwa gerah yang terasa beberapa hari di Oktober 2021 disebabkan badai matahari.
Di Facebook, gambar tersebut dibagikan akun ini pada 15 Oktober 2021. Berikut narasinya:
“Gerah banget? Beberapa hari terakhir ini sampai seminggu ke depan mungkin, sebenarnya sedang terjadi badai matahari. Gas H di permukaan matahari memercik sampai ke planet2 yang mengelilinginya termasuk bumi…”
Hingga artikel ini dimuat, unggahan tersebut telah mendapat 82 komentar dan dibagikan lebih dari 21 ribu kali. Apa benar suhu udara panas di Indonesia pada Oktober 2021 akibat Badai Matahari?",Salah [-],https://cekfakta.com/focus/8788
"Keliru, KPK Berhasil Temukan Duit Suap Rp 5 Miliar di Kediaman Novel Baswedan","
Video berdurasi 8 menit dengan judulNovel keringat dingin, KPK berhasil temukan dana suap 5 miliar dari kediamannyadibagikan di grup ""Dukung NKRI Harga Mati"" di Facebook pada 12 Oktober 2021. 
Video ini berisi gabungan video lainnya yang terkait dengan kasus korupsi eks Wakil Ketua DPR Azis Syamsudin yang ditangani KPK. 
Sejak dibagikan, video ini telah ditonton empat ribu kali. 
 Tangkapan layar unggahan video dengan klaim KPK berhasil temukan duit suap Rp 5 miliar dari kediaman Novel Baswedan",Salah [-],https://cekfakta.com/focus/8787
"Keliru, CEO Pfizer Albert Vorla Menyatakan tanpa Vaksin, Seseorang Bisa Mengimunisasi Dirinya Sendiri  ","
Sebuah fotoflyer memperlihat pernyataan CEO Pfizer Albert Borla yang mengklaim orang tak divaksin akan dapat mengimunisasi dirinya sendiri beredar di instagram. Pada flayer tersebut bahkan ikut dicantumkan pula kutipan pernyataan penemu vaksin Astra Zeneca, Dame Sarah Gilbert, dengan narasi “tidak ada alasan untuk berpikir kita akan memiliki COVID-19 versi 2 lebih ganas, pada akhirnya virus ini akan menjadi virus biasa yang menyebabkan flu”. 
Unggahan itu dibagikan akun _teluuur pada 10 Oktober 2021. Hingga artikel ini ditulis unggahannya telah mendapatkan respons 6.482 disukai.  
Lantas benarkah CEO Pfizer Albert Borla dan Dame Sarah Gilbert membuat pernyataan demikian? Dan benarkah orang yang tidak divaksin akan mengimunisasi dirinya sendiri dan Covid-19 akan menjadi virus biasa yang hanya akan menjadi virus flu biasa? 
Tangkapan layar unggahan dengan klaim tanpa vaksin, seseorang dapat mengimunisasi dirinya sendiri dari Covid-19",Salah [-],https://cekfakta.com/focus/8786
"Keliru, Ini Video Kecelakaan Mobil yang Menewaskan Pembuat Karikatur Nabi Muhammad","
Video yang memperlihatkan sebuah mobil terbakar di jalan raya beredar di media sosial. Video tersebut dibagikan dengan klaim bahwa mobil yang dikendarai Lars Vilks, pembuat karikatur Nabi Muhammad mengalami kecelakaan dan terbakar hingga membuatnya tewas mengenaskan.
Di Instagram, video tersebut dibagikan akun ini pada 9 Oktober 2021. Berikut narasinya:
“Copas dari Bu Widia Astuti Melihat video kematian Lars Vilks, membuat bergidik ngeri. Dia terbakar hidup-hidup selama 3 jam. Jeritan kesakitannya terdengar jelas. Beberapa orang terlihat berusaha memadamkan mobilnya yang terbakar. Mobil itu dalam kondisi terjepit dibawah sebuah truk kontainer gandeng besar. Tak memungkinkan bagi Vilks dan dua polisi yang mengawalnya untuk menyelamatkan diri. Vilks terdengar meraung-raung kepanasan. Kobaran api di mobilnya semakin besar. Tak ada yang bisa memadamkan. Ketika kobaran api semakin membesar, orang-orang yang tadinya berusaha menolong segera menjauh. Mereka khawatir terkena ledakan mobil. Dan raungan Vilks semakin menyayat hati. Raungannya terhenti ketika nyawanya sudah melayang. Nyawa busuk penghina Nabi Muhammad saw. Meskipun dia selalu dikawal polisi sejak tahun 2007, tapi dia tak bisa melarikan diri dari kematian yang mengenaskan…”
Hingga artikel ini dimuat, video tersebut telah disaksikan lebih dari 59 ribu kali dan mendapat 415 komentar. Apa benar ini video kecelakaan mobil yang menewaskan pembuat karikatur Nabi Muhammad?
Tangkapan layar unggahan dengan klaim bahwa ini adalah video kecelakaan mobil yang menewaskan pembuat karikatur Nabi Muhammad",Salah [-],https://cekfakta.com/focus/8785
"Sesat, Video Para Nakes Berjoget untuk Merayakan Covid-19","
Sebuah video yang memperlihatkan sejumlah orang dengan baju hazmat tengah berjoget beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa para Tenaga Kesehatan (nakes) tengah merayakan Covid-19.
Di Facebook, video berdurasi 45 detik tersebut dibagikan akun ini pada 18 Juni 2021.
Dalam video itu terdapat template bertuliskan ANI. Video yang dibagikan melalui aplikasi SnackVideo juga tertera teks bertuliskan “Coba perhatikan mereka lagi ngerayai apa..? Yg punya ikiran logic pasti faham…!! Apakah kita masih percaya kalau Covid itu betul2 ada…? Sadar sebenarnya kita diperdaya untuk dijadikan alat untuk mendapatkan uang.”
Apa benar ini video sejumlah nakes berjoget untuk merayakan Covid-19?
Tangkapan layar unggahan video dengan klaim nakes berjoget untuk merayakan Covid-19",Salah [-],https://cekfakta.com/focus/8784
